brand,therap,country,A,B,C,D,package,num_generics,test,month_entry,-137,-136,-135,-134,-133,-132,-131,-130,-129,-128,-127,-126,-125,-124,-123,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
brand_1,Nervous_system,country_12,,4.0866953349562,,95.9133046650438,PILL,25,,,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,2937926.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brand_1,Nervous_system,country_12,,4.0866953349562,,95.9133046650438,PILL,25,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937926.34,2751817.22,2803726.08,3032980.36,3101923.18,3077333.42,3343045.72,3204491.88,3997897.14,3668191.84,4047354.22,3958848.56,4142778.32,3782032.56,3799374.92,4340956.16,4175134.62,4057027.7,4556275.9,4507014.14,4601240.62,5043995.08,4726790.26,4815588.9,5196971.76,4288111.82,5115795.74,5230782.68,4791009.42,5318029.04,5183150.3,4724652.02,5264336.6,5405450.16,5232422.34,5588650.04,5883984.16,4855583.24,5576838.32,5572854.82,5462319.12,6008053.48,5538041.6,5506918.9,6650003.5,6018276.94,6152055.72,6603034.18,6984190.88,6208724.22,6714896,6820754.3,6865086.8,6927830.78,6812319.56,6595601.74,7885124.94,7335756.6,7709157.04,8018271.5,7987637.1,7559947.98,7904698.06,7775344.82,7063012.78,9054469.8,8150544.26,8117596.86,8928745.4,8415850.5,9157079.62,9318172.36,8635189.72,8379999,8356308.74,9549436.38,9006297.72,9035338.72,9700423.88,8892683.16,9108845.86,9969806.14,9856248.12,9447386.82,10732813.44,9416104.78,9754172.86,10688275.34,9635896.32,10055459.1,10822496.16,9720752.58,10581476.42,10718328.92,10631411.52,10366567.88,11424241.1,9853138.42,10991237.22,11520523.58,10549032.74,11442112.88,11423670.56,,10997204.76,10184267.5,10067820.8,10332679.86,10568857.72,9269943.74,9909354.6,,,,,,,,,,,,,,,,
brand_1,Nervous_system,country_12,,4.0866953349562,,95.9133046650438,PILL,25,TRUE,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10037875.16,,,,,,,,,,,,,,,,,,,,,,,
brand_1,Nervous_system,country_15,,11.5851733388174,,88.4148266611826,PILL,1,,,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,2485642.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brand_1,Nervous_system,country_15,,11.5851733388174,,88.4148266611826,PILL,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2485642.32,2695313.2,2629017.48,2759840.76,2812988.36,2769997.4,2854313.96,2583477.08,2859114.72,2820307.72,3161151.4,3065732.44,3224393.96,3203731.16,3076423.64,3501193.24,3526975.48,3596879.48,3546754.2,3417277.6,3520786.92,3742238.68,3780855.5,3995784.6,4227187.4,3924970.82,4254532.2,4557118.86,4301028.64,4913202.64,4441797.82,4269448.48,5012558.84,4952945.12,4830731.34,5339632.46,5568660.58,5169462.48,5485993.96,5604501.8,5464760.62,6092935.44,5483387.98,5225622.12,6210564.34,5947262.7,5826966.14,6348151.86,6586858.6,6405144.18,6826948,6729411.36,7081861.16,7605025.78,6633211.12,6422815.5,7567930.4,6990127.58,7389916.78,7643437,7396876.34,7819996,7989019.76,7726936.3,8283994.08,8387452,7500442.2,7659386.42,8320873.58,7701005,8849733.32,7998600.72,8613725.08,8807657.28,8231139.46,9162826.14,8938650.18,9007808.88,9258707.7,8403750.94,9237464.08,9514386.72,9786673.08,9019394.44,10224673.04,9849766.58,9683631.5,10495006.2,10030411.88,9869401.38,10590774.68,9611969.62,10417664.62,10529428.78,10726799.64,10591422.32,11611321.68,10572620.2,11553183.14,11741528.16,10816338.44,12427517.7,,5084153.9,5528234.48,4853378.18,4798632.04,4627259.3,4721732.5,4264755.66,4499756.46,4522500.96,4223296.42,4853948.72,,,,,,,,,,,,
brand_1,Nervous_system,country_15,,11.5851733388174,,88.4148266611826,PILL,1,TRUE,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9244629.24,,,,,,,,,,,,,,,,,,,,,,,
brand_1,Nervous_system,country_16,,10.0435309558988,1.56348029593437,88.3929887481669,PILL,1,,,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,68898153.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brand_1,Nervous_system,country_16,,10.0435309558988,1.56348029593437,88.3929887481669,PILL,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68898153.4,69563320.8,89315158.6,72296875.6,72109111.4,91495762.48,71510599.52,72505934.82,94236559.54,75752754.6,77691521.48,94662537.04,76951572.22,77065135.38,98100035.4,82441575.38,80315563.44,101610269.9,81911358.68,83888588.18,109382612.96,89152801.42,92112218.1,114651164.36,92847017.08,94824961.04,123104177.06,101142298.6,104854591.64,122396897.64,107854192.84,110082095,140543744.74,111818258.5,113652082,145315345.52,113297185.56,115408183.56,147650380.7,117911867.28,118322450.48,146875340.66,115219458.18,112471670.72,143986465.34,112065004.2,116623629.08,142605773.96,110251848.64,112793552.94,139712015.64,116929690.38,114287463.1,143537342.42,117026872.36,114488185.24,148229879.72,117669398.06,122009603.78,144313929.6,110200001.46,119021012.46,145140770.56,119397137.1,116284589.54,148879313.58,110179924.62,109627796.1,138052803.08,112444053.5,111153070.54,135110466.62,108794776.86,106354705.78,136648267.24,111360849.9,110577817.16,144749750.2,109153312.42,106982937.14,136732696.88,111707193.38,112388371.88,133551314.44,108492200.48,107042741.04,138758617.6,113062282.42,112959955.3,144287818.4,106107430.66,106261563.84,137751100.5,111795215.88,111519465.16,141335438.38,109230782.5,112510123.06,142655189.92,113001435.1,115318742.42,146673852.66,108218192.22,97646229.94,132006836.96,,48600257.42,41213383.52,34849590.64,33912542.94,40929578.42,31001683.84,,,,,,,,,,,,,,,,,
brand_1,Nervous_system,country_16,,10.0435309558988,1.56348029593437,88.3929887481669,PILL,1,TRUE,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108953515.48,,,,,,,,,,,,,,,,,,,,,,,
